Electronic;414;Shader;Sacred Tapestry - Shader;
Electronic;415;Potty Queen;SAINT PIZZA vs. スポーツのLACROSSE 82-99 - Potty Queen;
Electronic;424;Despair;Silver Richards- Despair;
Electronic;425;Vicious Circles;Sinjin Hawke & Zora Jones - Vicious Circles;5
Electronic;443;STARLOMA;Starloma - STARLOMA;
Electronic;659;MCMLXX;AUT2M - MCMLXX;6
Electronic;684;810;Fibre- 810;6
Electronic;687;Cosmogramma;Flying Lotus- Cosmogramma;6
Electronic;694;Little Grids;Iglooghost- Little Grids;6
Electronic;707;Ocean of Sorrows;Ocean of Sorrows - Ocean of Sorrows;6
Electronic;722;ｎｅｗ ｔｏｋｙｏ ｂｌｕｅ ｍｏｏｄ 東京;Subaeris - ｎｅｗ ｔｏｋｙｏ ｂｌｕｅ ｍｏｏｄ 東京;6
Electronic;732;Soil Festivities;Vangelis- Soil Festivities;6
Electronic;741;...I Care Because You Do;Aphex Twin - ...I Care Because You Do;7
Electronic;742;&&&&&;Arca - &&&&&;7
Electronic;749;Mega;Blank Banshee- Mega;7
Electronic;751;Black Sands;Bonobo - Black Sands;7
Electronic;757;Out of Body;Dance with the Dead- Out of Body;7
Electronic;771;Flume;Flume- Flume;7
Electronic;778;Aleph;Gesaffelstein - Aleph;7
Electronic;780;Before The Night;HOME- Before The Night;7
Electronic;800;Mezzanine;Massive Attack - Mezzanine;7
Electronic;806;Launay Mür;Muldeponie& Noldor- Launay Mür;7
Electronic;811;Orbital 2;Orbital - Orbital 2;7
Electronic;825;Damogen Furies;Squarepusher- Damogen Furies;7
Electronic;826;New Tokyo Blue Mood 2;Subaeris - New Tokyo Blue Mood 2;7
Electronic;842;札幌コンテンポラリー;情報デスクVIRTUAL - 札幌コンテンポラリーa;7
Electronic;847;2012 - 2017;A.A.L- 2012 - 2017;8
Electronic;855;Collapse;Aphex Twin - Collapse;8
Electronic;856;Richard D. James Album;Aphex Twin - Richard D. James;8
Electronic;858;KiCK i;Arca - KiCK i;8
Electronic;860;Blank Banshee 0;Blank Banshee- 0;8
Electronic;861;Blank Banshee 1;Blank Banshee- 1;8
Electronic;862;Metamorphosis;Blank Banshee- Metamorphosis;8
Electronic;875;Fashion Week;Death Grips- Fashion Week;8
Electronic;887;Clear Tamei;Iglooghost - Clear Tamei;8
Electronic;888;Chinese Nü Yr;Iglooghost- Chinese Nü Yr;8
Electronic;889;Neō Wax Bloom;Iglooghost- Neō Wax Bloom;8
Electronic;890;Condo Pets;James Ferraro - Condo Pets;8
Electronic;891;Sushi;James Ferraro - SUSHI;8
Electronic;908;Trolldom;Lord Lovidicus - Trolldom;8
Electronic;923;First Opus;Sinjin Hawke - First Opus;8
Electronic;937;Selected Ambient Works 85-92;Aphex Twin- Selected ambient works 85-92;9
Electronic;942;Trilogy;Carpenter Brut- Trilogy;9
Electronic;945;Cosmology;cosmosis - cosmology;9
Electronic;950;Drink The Sea;Glitch Mob- Drink The Sea;9
Electronic;951;Steel Mogu;Iglooghost - Steel Mogu;9
Electronic;952;Far Side Virtual;James Ferraro - Far Side Virtual;9
Electronic;958;Trans-Europe Express;Kraftwerk- Trans-Europe Express;9
Electronic;1003;With The Dead, In The Language Of The Dead;Abandoned Places - With The Dead, In The Language Of The Dead;8
Electronic;1032;Akuma;ALEX & Tokyo Rose - Akuma;
Electronic;1036;Unitxt;Alva Noto - Unitxt;
Electronic;1043;Supermodified;Amon Tobin - Supermodified;
Electronic;1066;Londinium;Archive - Londinium;
Electronic;1077;ＮＥＷ ＶＩＳＵＡＬＳ;bl00dwave - ＮＥＷ ＶＩＳＵＡＬＳ;
Electronic;1080;♡;Drip-133 - ♡;
Electronic;1085;LATE NIGHT DELIGHT;Luxury Elite & Saint Pepsi - Late Night Delight;5
Electronic;1088;July;SYLLABUS - July;6
Electronic;1089;ｉｎｔｅｒｓｔｅｌｌａｒ  ｌｏｖｅ;t e l e p a t h テレパシー能力者 and Vincent Remember - ｉｎｔｅｒｓｔｅｌｌａｒ  ｌｏｖｅ;
Electronic;1095;Mantra;VHS Logos - Mantra;5
Electronic;1099;Lost Memories;骨架的 - Lost Memories;
Electronic;1122;Gaia;Blank Banshee - Gaia;6
Electronic;1129;Weltenbrand;Blutaxt - Weltenbrand;
Electronic;1163;Music Has the Right to Children;Boards Of Canada - Music Has the Right to Children;
Electronic;1164;Tomorrow's Harvest;Boards Of Canada - Tomorrow's Harvest;
Electronic;1190;M|O|O|N;M.O.O.N. - MOON;9
Hip-Hop;230;Summer Knights;Joey Badass - Summer Knights;6
Hip-Hop;232;Best In The World;Jon Connor- Best In The World;
Hip-Hop;234;508-507-2209;Joyner Lucas - 508-507-2209;
Hip-Hop;235;Death Race for Love;Juice WRLD - Death Race for Love;
Hip-Hop;236;Too Soon...;JuiceWrld- Too Soon;3
Hip-Hop;238;Late Orchestration;Kanye West- Late Orchestration;8
Hip-Hop;239;So Help Me God;Kanye West- So Help Me God;5
Hip-Hop;240;TurboGrafx16;Kanye West- Turbo Grafx 16;5
Hip-Hop;241;Yandhi;Kanye West- Yandhi;7
Hip-Hop;242;Bad Kid Chill City;Kendrick Lamar - Bad Kid Chill City;
Hip-Hop;243;O.verly D.edicated;Kendrick Lamar - Overly Dedicated;
Hip-Hop;244;No Sleep Til NYC;Kendrick Lamar x Jay Rock - No Sleep Til NYC;3
Hip-Hop;245;Good Kid Done Good;Kendrick Lamar- Good Kid Done Good;
Hip-Hop;246;The Damn. Chronic;Kendrick Lamar- The Damn. Chronic;6
Hip-Hop;287;DROGAS WAVE;Lupe Fiasco - DROGAS WAVE;
Hip-Hop;305;let the sun talk;Mavi - Let The Sun Talk;
Hip-Hop;306;Fever;Megan Thee Stallion- Fever;
Hip-Hop;309;Members Only Vol. 2;Members Only - Members Only Vol. 2;
Hip-Hop;310;Members Only Vol. 3;Members Only - Members Only Vol. 3;
Hip-Hop;311;MM Food;MF Doom- MM Food;8
Hip-Hop;312;Operation: Doomsday;MF DOOM- Operation Doomsday;6
Hip-Hop;313;Vaudeville Villain;MF Doom- Vaudeville Villain;8
Hip-Hop;781;Live From the Dentist Office;Injury Reserve- Live From The Dentist Office;7
Hip-Hop;782;The Never Story;J.I.D - The Never Story;7
Hip-Hop;783;DiCaprio 2;J.I.D. - DiCaprio 2;7
Hip-Hop;784;Watch the Throne;Jay-Z and Kanye West- Watch the Throne;7
Hip-Hop;785;Trapped in TV;Joey Trap- Trapped in TV;7
Hip-Hop;787;Cant Tell Me Nothing;Kanye West - Cant Tell Me Nothing;7
Hip-Hop;789;Late Registration;Kanye West- Late Registration;7
Hip-Hop;790;DAMN.;Kendrick Lamar - DAMN;7
Hip-Hop;791;untitled unmastered.;Kendrick- Untitled Unmastered;7
Hip-Hop;795;7;Lil Nas X - 7;7
Hip-Hop;796;MISTA THUG ISOLATION;LIL UGLY MANE - MISTA THUG ISOLATION;7
Hip-Hop;797;Lil Uzi Vs The World;Lil Uzi Vert - Lil Uzi Vs The World;7
Hip-Hop;798;The Perfect Luv Tape;Lil Uzi Vert - The Perfect Luv Tape;7
Hip-Hop;799;LUV is Rage 2;Lil Uzi Vert- LUV is Rage 2;7
Hip-Hop;803;Culture;Migos- Culture;7
Hip-Hop;804;MOBBYN;MOBBYN- MOBBYN;7
Hip-Hop;807;No One Ever Really Dies;N.E.R.D - No_One Ever Really Dies;7
Hip-Hop;810;Trick Dice;Nickelus F - Trick Dice;7
Hip-Hop;813;Bizarre Ride II;Pharcyde- Bizarre Ride II;7
Hip-Hop;814;Playboi Carti;Playboi Carti - Playboi Carti;7
Hip-Hop;816;Anger Management;Rico Nasty and Kenny Beats- Anger Management;7
Hip-Hop;817;RTJ4;Run The Jewels - RTJ4;7
Hip-Hop;818;Run The Jewels 2;run the jewels- run the jewels 2;7
Hip-Hop;819;Run The Jewels 3;Run the Jewels- Run the Jewels 3;7
Hip-Hop;820;Konnichiwa;Skepta- Konichiwa;7
Hip-Hop;821;Tim Westwood Mix;Skepta- Tim Westwood Mix;7
Hip-Hop;822;You Will Regret;Ski Mask the Slump God- You Will Regret;7
Hip-Hop;830;Trójkąt Warszawski;Taco Hemingway - Trójkąt Warszawski;7
Hip-Hop;832;The Ziggurat;The Constructus Corporation- The Ziggurat;7
Hip-Hop;835;ASTROWORLD;Travis Scott- Astroworld;7
Hip-Hop;836;Days Before Rodeo;Travis Scott- Day Before Rodeo;7
Hip-Hop;839;Flockaveli;Waka Flocka Flame- Flockaveli;7
Hip-Hop;840;Burd;Wilma Vritra- Burd;7
Hip-Hop;841;On the Rvn;Young Thug - On the Rvn;7
Hip-Hop;844;Without Warning;21 Savage, Offset & Metro Boomin - Without Warning;8
Hip-Hop;846;Live.Love.A$AP;A$AP Rocky- LiveLoveA$AP;8
Hip-Hop;850;The Impossible Kid;Aesop Rock - The Impossible Kid;8
Hip-Hop;863;GINGER;brockhampton - ginger;8
Hip-Hop;864;iridescence;Brockhampton - iridescence;8
Hip-Hop;865;SATURATION II;Brockhampton- Saturation II;8
Hip-Hop;866;SATURATION III;Brockhampton- Saturation III;8
Hip-Hop;869;CLPPNG;Clipping.- CLPPNG;8
Hip-Hop;871;A Piece of Strange;Cunninlynguists- A Piece of Strange;8
Hip-Hop;876;Government Plates;Death Grips- Government Plates;8
Hip-Hop;877;The Money Store;Death Grips- Money Store;8
Hip-Hop;878;The Powers That B;Death Grips- The Power Thats B;8
Hip-Hop;882;Future;Future - Future;8
Hip-Hop;883;DS2;Future- Dirty Sprite 2;8
Hip-Hop;893;1999;Joey Badass - 1999;8
Hip-Hop;894;ALL-AMERIKKKAN BADA$$;Joey Badass - All-Amerikkkan Bada$$;8
Hip-Hop;899;Cruel Summer;Kanye West - Cruel Summer;8
Hip-Hop;900;Donda;Kanye West - Donda;8
Hip-Hop;901;Graduation;Kanye West- Graduation;8
Hip-Hop;902;The College Dropout;Kanye West- The College Dropout;8
Hip-Hop;906;Summertime Holocaust Vol. 1;Kuki- Summertime Holocaust Vol. 1;8
Hip-Hop;907;Lil Pump;Lil Pump- Lil Pump;8
Hip-Hop;910;Madvillainy;Madvillain- Madvillainy;8
Hip-Hop;921;DAYTONA;Pusha T - DAYTONA;8
Hip-Hop;922;Run The Jewels;Run The Jewels- Run the Jewels;8
Hip-Hop;924;Slaps For My Drop-Top Mini-Van;Ski Mask The Slump God - Slaps For My Droptop Minivan;8
Hip-Hop;935;LONG.LIVE.A$AP;A$AP Rocky - LONG.LIVE.A$AP;9
Hip-Hop;943;There Existed an Addiction to Blood;clipping.- There Existed an Addiction to Blood;9
Hip-Hop;946;Bottomless Pit;Death Grips- Bottomless Pit;9
Hip-Hop;947;Imperial;Denzel Curry- Imperial;9
Hip-Hop;948;Pinata;Freddie Gibbs & Madlib- Pinata;9
Hip-Hop;954;My Beautiful Dark Twisted Fantasy;Kanye West- My Beautiful Dark Twisted Fantasy;8
Hip-Hop;955;ye;Kanye West- yee;9
Hip-Hop;956;Yeezus;Kanye West- Yeezus;9
Hip-Hop;957;To Pimp a Butterfly;Kendrick Lamar- To Pimp a Butterfly;9
Hip-Hop;960;Black On Both Sides;Mos Def- Black on Both Sides;9
Hip-Hop;962;Straight Outta Compton;N.W.A.- Straight Outta Compton;9
Hip-Hop;963;Illmatic;Nas- ILLmatic;9
Hip-Hop;966;Drown in Designer;Ski Mask The Slump God - Drown In Designer;9
Hip-Hop;968;IMP;Tha Impaila- IMP;9
Hip-Hop;969;Rodeo;Travis Scott- Rodeo;9
Hip-Hop;972;Scum Fuck Flower Boy;Tyler, The Creator - Scum Fuck Flower Boy;9
Hip-Hop;977;Exmilitary;Death Grips- Exmilitary;10
Hip-Hop;978;NO LOVE DEEP WEB;Death Grips- No Love Deep Web;10
Hip-Hop;979;The Life Of Pablo;Kanye West- The Life of Pablo;10
Hip-Hop;980;good kid, m.A.A.d city;Kendrick Lamar- Good Kid, M.A.A.D City;10
Hip-Hop;981;KIDS SEE GHOSTS;Kids See Ghosts - Kids See Ghosts;10
Hip-Hop;989;cLOUDDEAD;cLOUDDEAD - cLOUDDEAD;7
Hip-Hop;991;The Life of Paul;Kanye West- The Life of Paul;8
Hip-Hop;992;No, My Name is JEFFERY;Young Thug- No, My Name is JEFFERY;9
Hip-Hop;993;I Hate My Life and I Really Wish People Would Stop Telling Me Not To;$ilkMoney - I Hate My Life and I Really Wish People Would Stop Telling Me Not To;7
Metal;26;Burn The Sun;Ark - Burn The Sun;7
Metal;101;Fas - Ite, maledicti, in ignem aeternum;Deathspell Omega - Fas - Ite, maledicti, in ignem aeternum;5
Metal;105;Koi No Yokan;Deftones - Koi No Yokan;8
Metal;107;Nespithe;Demilich - Nespithe;
Metal;120;Black Clouds & Silver Linings;Dream Theater - Black Clouds & Silver Lining;
Metal;129;A Dream in Static;Earthside- A Dream in Static;
Metal;135;In The Nightside Eclipse;Emperor- In The Nightside Eclipse;
Metal;168;Obscura;Gorguts - Obscura;6
Metal;188;Idol;Horrendous- Idol;
Metal;199;Alphaville;Imperial Triumphant - Alphaville;
Metal;201;Panopticon;Isis - Panopticon;
Metal;279;H.A.Q.Q.;Liturgy - HAQQ;8
Metal;285;Psychosomatika;Lunar Mantra- Psychosomatika;5
Metal;348;From the Gallery of Sleep;Night Verses- From the Gallery of Sleep;
Metal;363;Remedy Lane;Pain of Salvation - Remedy Lane;
Metal;467;Toxicity;System of a down - Toxicity;8
Metal;487;Calculating Infinity;The Dillinger Escape Plan- Calculating Infinity;
Metal;488;Option Paralysis;The Dillinger Escape Plan- Option Paralysis;
Metal;537;Nothingface;Voivod - Nothingface;
Metal;616;Infrared Horizon;Artificial Brain - Infrared Horizon;5
Metal;714;Velothi;Ritual Aura - Velothi;6
Metal;740;Mass VI;Amenra- Mass VI;7
Metal;748;13;Black Sabbath - 13;7
Metal;793;Infest the Rats Nest;King Gizzard & the Lizard Wizard- Infest the Rats' Nest;7
Metal;802;Exercises in Futility;Mgła- Exercises in futility;7
Metal;852;The Mantle;Agalloch- The Mantle;8
Metal;874;Sunbather;Deafheaven- Sunbather;8
Metal;913;Age of Excuse;Mgła- Age of Excuse;8
Metal;1015;Imperative Imperceptible Impulse;Ad Nauseam - Imperative Imperceptible Impulse;5
Metal;1021;Ashes Against The Grain;Agalloch - Ashes Against The Grain;
Metal;1030;Melinoë;Akhlys - Melinoe;
Metal;1058;Persistence Of Time;Anthrax -Persistence Of Time;
Metal;1059;Wretch;Anti-God Hand - Wretch;
Metal;1067;Relentless Mutation;Archspire - Relentless Mutation;
Metal;1068;The Sham Mirrors;Arcturus - The Sham Mirrors;
Metal;1074;Litourgiya;Batushka - Litourgiya;
Metal;1087;Rzeczom;Odraza - Rzeczom;9
Metal;1130;The Long Road North;Cult of Luna - The Long Road North;
Metal;1135;Crystalline Exhaustion;Krallice - Crystalline Exhaustion;
Metal;1151;Before The Glinting Spell Unvests;Ustalost - Before The Glinting Spell Unvests;
Metal;1154;Dawn of Heathens;Wolfnacht - Dawn of Heathens;
Metal;1156;Ypervoreia;Wolfnacht - Ypervoreia;7
Metal;1157;Zeit der Cherusker;Wolfnacht - Zeit der Cherusker;
Pop;3;Saijiki;3776 - Saijiki;5
Pop;5;Arrival;ABBA - Arrival;8
Pop;6;The Visitors;ABBA - The Visitors;7
Pop;39;Abbey Road;Beatles- Abbey Road;9
Pop;41;The Stranger;Billy Joel - The Stranger;8
Pop;71;Emotion;Carly Rae Jepsen- Emotion;9
Pop;97;Annoyance And Disappointment;Dawid Podsiadło - Annoyance And Disappointment;6
Pop;116;Flamboyant;Dorian Electra- Flamboyant;6
Pop;117;Did You Give the World Some Love Today, Baby;Doris - Did You Give the World Some Love Today, Baby;
Pop;140;Plunge;Fever Ray - Plunge;
Pop;141;MAGDALENE;FKA Twigs- MAGDALENE;8
Pop;169;Song Machine, Season One: Strange Timez;Gorillaz - Song Machine, Season One - Strange Timez;
Pop;185;Gideon Gaye;High Llamas- Gideon Gaye;7
Pop;262;Return To Center;Kirin J Callinan- Return To Center;
Pop;263;Psycho Tropical Berlin;La Femme- Psycho Tropical Berlin;8
Pop;283;Melodrama;Lorde- Melodrama;8
Pop;366;more humor;Passepied - more humor;
Pop;371;Low Birth Weight;Piano Magic- Low Birth Weight;
Pop;412;Honey;Robyn- Honey;6
Pop;422;Philosophy of the World;Shaggs- Philosophy of the World;
Pop;476;1989;Taylor Swift - 1989;7
Pop;494;Battle Born;The Killers - Battleborn;5
Pop;495;Day & Age;The Killers- Day and Age;6
Pop;542;Titanic Rising;Weyes Blood - Titanic Rising;8
Pop;613;HAPPY NATION;Ace of Base- Happy Nation;5
Pop;626;Tous les garcons et les filles;Françoise Hardy- Tous les garçons et les filles;5
Pop;652;The Album;ABBA - The Album;6
Pop;663;Utopia;Bjork- Utopia;6
Pop;673;Four-Calendar Cafe;Cocteau Twins- Four-Calendar Café;6
Pop;713;Pony;Rex Orange County- Pony;6
Pop;744;All My Demons Greeting Me As A Friend;Aurora- All My Demons Greeting Me as a Friend;7
Pop;754;PANG;Caroline Polachek- PANG;7
Pop;764;Oshin;DIIV- Oshin;7
Pop;767;Time;Electric Light Orchestra- Time;7
Pop;770;Get to Heaven;Everything Everything - Get To Heaven;7
Pop;788;808s And Heartbreak;Kanye West- 808s and Heartbreak;7
Pop;794;Born To Die;Lana Del Rey- Born To Die;7
Pop;828;The Age of Adz;Sufjan Stevens - The Age of Adz;7
Pop;837;Twenty One Pilots;Twenty One Pilots- Twenty One Pilots;7
Pop;849;Super Trouper;ABBA- Super Trouper;8
Pop;879;Kaputt;Destroyer- Kaputt;8
Pop;880;The Machine That Made Us;Flotation Toy Warning - The Machine That Made 2017 IndieRock TRES BIEN;8
Pop;903;Bonito Generation;Kero Kero Bonito- Bonito Generation;8
Pop;904;Civilisation I;Kero Kero Bonito- Civilisation I;8
Pop;918;Hissing Fauna, Are You the Destroyer?;Of Montreal - Hissing Fauna, Are You the Destroyer;8
Pop;970;Trench;Twenty One Pilots - Trench;9
Pop;971;Vessel;Twenty One Pilots- Vessel;9
Pop;987;Pet Sounds;Beach Boys - Pet Sounds;8
Pop;1081;Making Mirrors;Gotye - Making Mirrors;6
Pop;1083;Primal Heart;Kimbra - Primal Heart;7
Pop;1084;Vows;Kimbra - Vows;
Pop;1090;The Colour of Spring;Talk Talk - The Colour Of Spring;8
Pop;1107;The Gods We Can Touch;Aurora - The Gods We Can Touch;
Pop;1128;Parklife;Blur - Parklife;
Pop;1150;Scaled And Icy;Twenty One Pilots - Scaled And Icy;2
Pop;1159;Glitch Princess;Yeule - Glitch Princess;6
Pop;1171;Abacab;Genesis - Abacab;6
Pop;1172;Calling All Stations;Genesis - Calling All Stations;
Pop;1173;Duke;Genesis - Duke;
Pop;1174;From Genesis to Revelation;Genesis - From Genesis to Revelation;
Pop;1175;Genesis;Genesis - Genesis;
Pop;1176;Invisible Touch;Genesis - Invisible Touch;
Pop;1177;We Can't Dance;Genesis - We Can't Dance;
Pop;1180;Fore!;Huey Lewis and the News - Fore!;8
Pop;1185;Hounds of Love;Kate Bush - Hounds of Love;
Rock;360;Space For The Earth;Ozric Tentacles - Space for the Earth;7
Rock;367;Prehensile Tales;Pattern-Seeking Animals - Prehensile Tales;
Rock;368;Amateurs And Professionals;Penfold - Amateurs And Professionals;
Rock;372;Dark Side Of The Moon;Pink Floyd - Dark Side Of The Moon;7
Rock;373;Wish You Were Here;Pink Floyd - Wish You Were Here;8
Rock;374;Animals;Pink Floyd- Animals;
Rock;375;Meddle;Pink Floyd- Meddle;
Rock;380;New Levels New Devils;Polyphia- New Levels New Devils;
Rock;388;Exploration;Possessed - Exploration;
Rock;402;OK Computer;Radiohead - OK Computer;8
Rock;403;Rare Bird;Rare Bird - Rare Bird;
Rock;405;The Parable of Arable Land;Red Krayola - The Parable Of Arable Land;
Rock;413;Hemispheres;RUSH - Hemispheres;
Rock;416;Caravanserai;Santana- Caravanserai;
Rock;420;City Of The Sun;Seven Impale - City Of The Sun;
Rock;435;Jeopardy;Sound - Jeopardy;
Rock;449;Suburban Lawns;Suburban Lawns- Suburban Lawns;
Rock;451;Underclass Hero;Sum 41- Underclass Hero;
Rock;452;Sumut;Sume - Sumut;
Rock;457;The Great Annihilator;swans - the great annihilator;
Rock;458;Leaving Meaning;Swans- Leaving Meaning;
Rock;460;My Father Will Guide Me Up A Rope To The Sky;Swans- My Father Will Guide Me Up A Rope To The Sky;
Rock;461;Soundtracks For The Blind;Swans- Soundtracks For The Blind;7
Rock;462;The Glowing Man;Swans- The Glowing Man;
Rock;463;The Seer;Swans- The Seer;9
Rock;464;To Be Kind;Swans- To Be Kind;10
Rock;474;Tasavallan Presidentti;Tasavallan Presidentti- Tasavallan Presidentti;
Rock;478;Bad Vibes Forever;Teen Suicide - Bad Vibes Forever;4
Rock;479;DC Snuff Film;Teen Suicide - DC Snuff Film;5
Rock;483;Maps of Non-Existent Places;Thank you Scientist - Maps of non-existent places;
Rock;484;Script of the bridge;The Chameleons- Script of the bridge;7
Rock;490;Islands;The Flower Kings - Islands;5
Rock;500;Everywhere And Right Here;The Six Parts Seven- Everywhere And Right Here;
Rock;519;Budo;VAK - Budo;
Rock;522;The Quiet Zone, The Pleasure Dome;Van Der Graaf Generator - The Quiet Zone , The Pleasure Dome;
Rock;529;The Velvet Underground & Nico;Velvet Underground - Velvet Underground and Nico;8
Rock;540;Departure Songs;We Lost the Sea - Departure Songs;9
Rock;549;Close to the Edge;Yes- Close to the Edge;8
Rock;555;Yuck;Yuck- Yuck;
Rock;563;The Outskirts Of Reality;Yuri Gagarin- The Outskirts Of Reality;
Rock;566;Face Tat;Zach Hill - Face Tat;6
Rock;567;Astrological Straits;Zach Hill- Astrological Straits;6
Rock;576;つまんね;神聖かまってちゃん- つまんね;7
Rock;582;Gay Disco;Guerilla Toss- Gay Disco;2
Rock;603;Ura-tamahime;Jun Togawa- Ura Tamahime;4
Rock;635;Living Things;Linkin Park- Living Things;5
Rock;654;Agusa;Agusa- Agusa;6
Rock;658;Ash Ra Tempel;Ash Ra Tempel- Ash Ra Tempel;6
Rock;668;Stories Of A King;Blue Mammoth - stories of a king;6
Rock;691;Tripper;Hella - Tripper;6
Rock;705;I Hate Jazz;Mike Krol - I hate Jazz;6
